city,dev_name,dev_type,time,alm_level
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 1:58,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 1:58,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 1:58,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 1:58,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 1:58,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 1:58,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 1:59,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 1:59,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 1:59,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 1:59,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 1:59,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:00,6
江门,江门_炮台_MGW1,MGW,2018/6/1 2:00,4
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:00,4
江门,江门_炮台_MGW1,MGW,2018/6/1 2:00,6
江门,江门_枢纽_MGW2,MGW,2018/6/1 2:01,4
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:01,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:01,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:01,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:01,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:01,3
江门,江门_枢纽_MGW2,MGW,2018/6/1 2:01,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:01,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:01,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:02,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:02,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:02,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:02,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:02,4
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:03,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:05,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:05,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:05,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:05,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:05,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:05,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:06,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:06,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:06,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:06,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:06,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:07,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:07,4
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:08,6
省NOC,广州_马场_MSCe19,MSCE,2018/6/1 2:03,5
省NOC,广州_马场_MSCe19,MSCE,2018/6/1 2:03,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:08,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:08,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:08,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:08,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:08,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:08,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:08,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:09,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:09,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:09,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:09,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:09,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:10,4
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:10,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:11,4
江门,江门_枢纽_MGW2,MGW,2018/6/1 2:06,4
江门,江门_枢纽_MGW2,MGW,2018/6/1 2:07,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:11,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:11,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:11,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:11,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:12,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:12,6
江门,江门_炮台_MGW1,MGW,2018/6/1 2:08,4
省NOC,广州_马场_MSCe19,MSCE,2018/6/1 2:09,5
江门,江门_枢纽_MGW2,MGW,2018/6/1 2:09,4
江门,江门_炮台_MGW1,MGW,2018/6/1 2:09,6
江门,江门_枢纽_MGW2,MGW,2018/6/1 2:09,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:12,6
江门,江门_炮台_MGW1,MGW,2018/6/1 2:10,4
江门,江门_炮台_MGW1,MGW,2018/6/1 2:11,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:12,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:12,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:12,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:12,6
江门,江门_炮台_MGW1,MGW,2018/6/1 2:11,4
江门,江门_枢纽_MGW2,MGW,2018/6/1 2:11,4
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:12,4
江门,江门_枢纽_MGW2,MGW,2018/6/1 2:12,6
江门,江门_炮台_MGW1,MGW,2018/6/1 2:12,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:13,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:14,4
江门,江门_枢纽_MGW2,MGW,2018/6/1 2:14,4
江门,江门_枢纽_MGW2,MGW,2018/6/1 2:15,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:15,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:15,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:15,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:15,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:15,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:15,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:16,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:16,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:16,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:16,6
省NOC,广州_东莞庄_MSCe20,MSCE,2018/6/1 2:16,5
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:15,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:16,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:16,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:16,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:16,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:16,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:16,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:16,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:16,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:16,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:16,6
省NOC,广州_东莞庄_MSCe20,MSCE,2018/6/1 2:16,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:16,6
江门,江门_枢纽_MGW2,MGW,2018/6/1 2:17,4
珠海,珠海_拱北_MGW1,MGW,2018/6/1 2:17,4
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:18,4
珠海,珠海_拱北_MGW1,MGW,2018/6/1 2:18,6
江门,江门_枢纽_MGW2,MGW,2018/6/1 2:18,6
江门,江门_炮台_MGW1,MGW,2018/6/1 2:18,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:18,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:18,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:18,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:18,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:18,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:18,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:18,6
江门,江门_炮台_MGW1,MGW,2018/6/1 2:19,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:19,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:19,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:19,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:19,6
江门,江门_炮台_MGW1,MGW,2018/6/1 2:19,4
江门,江门_炮台_MGW1,MGW,2018/6/1 2:20,6
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:20,5
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:20,6
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:21,5
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:21,6
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:21,5
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:21,6
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:21,5
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:21,6
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:21,6
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:21,5
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:21,6
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:21,5
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:21,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:22,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:22,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:22,3
珠海,珠海_拱北_MGW1,MGW,2018/6/1 2:22,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:22,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:22,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:22,6
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:21,5
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:21,6
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:22,5
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:22,6
珠海,珠海_拱北_MGW1,MGW,2018/6/1 2:22,6
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:22,5
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:22,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:22,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:22,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:22,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:22,6
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:22,5
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:22,6
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:22,5
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:23,4
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:22,6
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:22,5
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:22,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:23,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:24,4
珠海,珠海_拱北_MGW1,MGW,2018/6/1 2:25,4
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:25,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:25,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:25,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:25,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:25,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:25,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:25,6
江门,江门_炮台_MGW1,MGW,2018/6/1 2:25,4
珠海,珠海_拱北_MGW1,MGW,2018/6/1 2:25,6
江门,江门_炮台_MGW1,MGW,2018/6/1 2:26,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:26,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:26,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:26,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:26,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:27,4
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:28,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:28,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:28,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:28,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:28,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:28,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:28,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:28,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:29,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:29,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:29,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:29,6
江门,江门_炮台_MGW1,MGW,2018/6/1 2:29,4
江门,江门_炮台_MGW1,MGW,2018/6/1 2:30,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:30,6
珠海,珠海_拱北_MGW1,MGW,2018/6/1 2:30,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:30,3
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:30,4
珠海,珠海_拱北_MGW1,MGW,2018/6/1 2:30,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:30,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:31,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:31,6
省NOC,广州_东莞庄_MSCe20,MSCE,2018/6/1 2:31,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:32,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:32,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:32,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:32,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:32,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:32,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:33,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:33,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:33,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:33,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:33,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:34,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:35,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:35,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:35,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:35,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:35,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:35,6
省NOC,广州_东莞庄_MSCe20,MSCE,2018/6/1 2:35,6
珠海,珠海_拱北_MGW1,MGW,2018/6/1 2:35,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:36,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:36,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:36,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:36,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:36,6
珠海,珠海_拱北_MGW1,MGW,2018/6/1 2:36,6
江门,江门_枢纽_MGW2,MGW,2018/6/1 2:36,4
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:36,4
珠海,珠海_拱北_MGW1,MGW,2018/6/1 2:36,4
江门,江门_炮台_MGW1,MGW,2018/6/1 2:37,4
江门,江门_枢纽_MGW2,MGW,2018/6/1 2:37,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:37,6
珠海,珠海_拱北_MGW1,MGW,2018/6/1 2:37,6
江门,江门_枢纽_MGW2,MGW,2018/6/1 2:37,4
江门,江门_枢纽_MGW2,MGW,2018/6/1 2:38,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:38,4
江门,江门_炮台_MGW1,MGW,2018/6/1 2:38,6
珠海,珠海_拱北_MGW1,MGW,2018/6/1 2:38,4
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:38,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:38,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:38,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:38,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:38,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:39,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:39,6
珠海,珠海_拱北_MGW1,MGW,2018/6/1 2:39,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:39,4
江门,江门_炮台_MGW1,MGW,2018/6/1 2:39,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:39,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:39,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:39,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:39,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:39,6
江门,江门_炮台_MGW1,MGW,2018/6/1 2:40,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:40,4
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:40,6
江门,江门_炮台_MGW1,MGW,2018/6/1 2:41,4
江门,江门_炮台_MGW1,MGW,2018/6/1 2:41,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:42,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:42,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:42,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:42,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:42,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:42,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:42,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:42,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:42,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:42,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:43,4
江门,江门_炮台_MGW1,MGW,2018/6/1 2:44,4
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:45,6
江门,江门_炮台_MGW1,MGW,2018/6/1 2:45,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:45,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:45,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:45,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:45,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:45,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:45,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:46,4
珠海,珠海_拱北_MGW1,MGW,2018/6/1 2:46,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:46,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:46,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:46,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:46,6
珠海,珠海_拱北_MGW1,MGW,2018/6/1 2:46,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:46,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:47,4
江门,江门_炮台_MGW1,MGW,2018/6/1 2:47,4
江门,江门_炮台_MGW1,MGW,2018/6/1 2:47,6
珠海,珠海_新香洲_MGW2,MGW,2018/6/1 2:48,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:48,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:48,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:48,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:48,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:48,4
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:49,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:49,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:49,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:49,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:49,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:50,3
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:50,5
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:50,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:51,6
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:51,5
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:51,6
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:51,5
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:51,6
江门,江门_枢纽_MGW2,MGW,2018/6/1 2:51,4
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:51,5
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:51,6
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:51,5
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:51,6
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:51,5
省NOC,广州_马场_MSCe19,MSCe,2018/6/1 2:51,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:51,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:51,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:51,3
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:51,6
省NOC,广州_东莞庄_MSCe20,MSCe,2018/6/1 2:51,6
江门,江门_枢纽_MGW2,MGW,2018/6/1 2:51,6
